meanB,meanG,meanR,modeB,modeG,modeR,batch,concentration,image,predicted_concentration
91.89512232030263,90.68782248029864,95.9384966139955,92.6860025220681,91.45582745748652,96.50112866817156,batch1,50.0,50.0-1_batch1.csv,43.03375685064208
84.25205687203793,80.67249695301749,77.68812353766963,85.30805687203792,82.26852761942206,80.01871782873187,batch2,0.0,0.0-3_batch2.csv,-4.307313378773756
82.98966314986652,82.69602738965484,70.35409160605467,83.13207067497139,81.61376885352088,71.9481030076666,batch2,0.0,0.0-2_batch2.csv,1.7684574576524028
91.35619144430328,89.90416681146829,84.17886886379351,91.4866581956798,90.35621198957428,85.04263655220096,batch3,30.0,30.0-1_batch3.csv,32.515944346924584
86.32223250532293,83.14062558486808,81.988666827503,88.57345635202272,85.11697361871578,83.95657418576597,batch3,5.0,5.0-3_batch3.csv,7.274304057303198
93.91362337249923,88.97820832470494,99.86544371649792,95.2683391552874,90.39138537999588,100.95294818344252,batch1,30.0,30.0-5_batch1.csv,35.50363975453524
89.83957289527723,91.59508543969245,85.4108655052265,90.34907597535936,91.6866890917828,85.01742160278746,batch3,40.0,40.0-3_batch3.csv,43.836335254537346
90.04011389297987,80.85241211594834,98.31045404352064,91.31075110456554,82.0757789599392,101.33160116921078,batch1,5.0,5.0-4_batch1.csv,1.9142180630217354
90.15064771287824,88.32385381294964,83.6996476300578,87.82547501759325,88.92086330935251,84.62427745664739,batch3,30.0,30.0-2_batch3.csv,26.180660228019974
81.38438729198187,81.13841492864985,70.9789507154213,82.45083207261726,82.32711306256861,72.13831478537361,batch3,2.5,2.5-5_batch3.csv,-1.7579919773928054
87.2155372838106,83.43012287887653,79.35688745980706,86.75928551176636,83.38209479227618,79.9265043638034,batch3,15.0,15.0-4_batch3.csv,7.06228320725171
91.26911507200913,89.7623646004049,82.7379594809925,91.54427491800942,87.6313506218066,81.94855451855224,batch3,40.0,40.0-4_batch3.csv,33.344947368175895
84.98656324167871,83.372345177665,80.82676997578693,85.96237337192476,84.06091370558376,82.08232445520582,batch2,15.0,15.0-2_batch2.csv,9.597198099498655
89.93988887202063,85.76055497057914,96.62272453498672,91.08850766661604,88.26262000619387,99.2028343666962,batch1,20.0,20.0-5_batch1.csv,22.24324757971914
92.90777306903622,84.46192242532322,101.5765625,95.35201640464796,85.26526972804281,104.4921875,batch1,15.0,15.0-4_batch1.csv,16.414584742961438
85.42184933530281,82.45092936380014,78.82771126602205,86.20921176312609,82.77235232767612,79.60422756914775,batch3,15.0,15.0-3_batch3.csv,4.615009388610474
88.8010661661192,81.48927083113873,93.76454111405836,88.22149225715627,81.53376171916148,95.49071618037136,batch1,2.0,2.0-4_batch1.csv,4.410668685777296
91.25304950495048,87.67284555510038,91.51624454148472,92.82178217821784,89.41007783695207,92.52183406113537,batch1,25.0,25.0-1_batch1.csv,27.957102880147374
84.20605877920121,84.58684142514306,74.00812971220104,81.38658628485305,85.56396529444342,74.78719092014592,batch2,5.0,5.0-3_batch2.csv,11.06108052299777
87.3793114382786,86.72472260136493,79.56460861594867,89.1845979614949,86.71216378964272,81.11824014665444,batch2,20.0,20.0-3_batch2.csv,20.105977377954446
86.21697134154782,82.42305841325197,81.89186455126686,88.05205593243804,84.56843940714907,82.40587260241534,batch3,10.0,10.0-3_batch3.csv,6.193415908602617
90.34236329903862,80.87213586413586,97.76230556449015,92.0897284533648,83.9160839160839,101.3187520102927,batch1,0.5,0.5-3_batch1.csv,0.7773921806785324
84.68728433769596,81.03329483955335,80.570195732156,86.29368617862792,83.29141937430842,82.41353936718174,batch2,1.0,1.0-3_batch2.csv,-0.668946226209755
82.96207928159076,82.14583660191468,71.497164485605,83.13021167415009,82.81438795427084,72.47835715723777,batch2,1.0,1.0-2_batch2.csv,1.0805582462700158
87.76621840068788,82.36277175435089,82.78760374568752,86.84436801375752,82.81656331266254,83.53868900936422,batch3,1.0,1.0-4_batch3.csv,3.727937610197273
88.44328611898015,80.85884831817219,93.64243291592129,91.59584513692162,83.77406388830124,96.6010733452594,batch1,2.0,2.0-2_batch1.csv,1.4280880219359346
86.34857240398294,82.42671539225421,82.51392469437654,84.4950213371266,82.22442899702085,82.1515892420538,batch2,5.0,5.0-1_batch2.csv,6.633105761885872
85.77757863501483,87.58822014388488,73.69395348837209,85.31157270029675,88.21942446043165,72.67441860465117,batch3,25.0,25.0-3_batch3.csv,24.82814766406034
86.86963166953528,82.96041877256317,82.6330137524558,85.19793459552496,83.03249097472924,83.25147347740668,batch2,5.0,5.0-5_batch2.csv,7.100930789619099
83.06063880518803,81.16868552226268,72.71990027010182,84.10847635267916,82.32987958555026,73.55079991689175,batch3,2.5,2.5-4_batch3.csv,-1.942732953975053
88.68030256809338,80.48180471100964,89.43663443596267,90.58365758754864,78.44764968351146,91.6030534351145,batch1,0.0,0.0-5_batch1.csv,-2.382796413593212
90.39484619368203,78.80353163571667,94.3855518913676,90.10875194199896,78.06071388858,96.99321047526674,batch1,2.5,2.5-3_batch1.csv,-9.391337931105568
